longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp,station_hyp
-16.244865,28.466471666666667,2026-09-19T09:40:15Z,0.0,7.3,29.2,182.6,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.244833333333336,28.466448333333332,2026-09-19T09:50:02Z,0.2,7.1,13.8,183.8,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.243735,28.466038333333337,2026-09-19T09:54:44Z,3.0,8.8,27.5,131.8,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.243093333333334,28.464775,2026-09-19T09:56:44Z,4.0,10.8,41.1,206.5,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.244395,28.463601666666666,2026-09-19T09:58:12Z,4.2,11.8,47.4,218.6,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.245328333333337,28.462153333333337,2026-09-19T09:59:35Z,4.4,12.1,27.6,216.5,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.24625,28.460698333333333,2026-09-19T10:00:47Z,5.2,12.1,37.5,210.6,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.246928333333337,28.45916333333333,2026-09-19T10:01:57Z,5.0,11.3,36.8,204.5,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.247466666666664,28.457575,2026-09-19T10:03:06Z,5.0,9.3,22.9,193.5,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.24782,28.45592333333333,2026-09-19T10:04:19Z,4.7,9.3,29.8,188.7,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.247338333333335,28.454378333333338,2026-09-19T10:05:33Z,4.6,12.4,19.6,148.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.246706666666668,28.452861666666664,2026-09-19T10:06:48Z,4.7,11.7,35.0,152.0,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.246118333333335,28.451275000000003,2026-09-19T10:08:02Z,5.0,9.9,28.7,166.0,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.245318333333334,28.449801666666666,2026-09-19T10:09:09Z,5.0,10.3,24.7,143.6,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.24426833333333,28.448415,2026-09-19T10:10:17Z,5.4,11.2,26.7,153.7,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.243666666666666,28.446868333333335,2026-09-19T10:11:21Z,6.0,14.6,42.0,183.2,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.244145,28.445283333333336,2026-09-19T10:12:23Z,4.7,11.3,37.4,195.7,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
-16.24470833333333,28.44370666666667,2026-09-19T10:13:52Z,4.0,12.8,31.7,190.1,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
