longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp,station_hyp
2.354111666666667,39.562675,2026-07-22T04:23:45Z,0.1,3.9,8.6,35.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.353711666666667,39.56258166666667,2026-07-22T04:32:42Z,3.1,3.0,62.5,247.5,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3518666666666665,39.56175833333334,2026-07-22T04:34:18Z,4.4,1.2,35.1,229.8,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.350061666666667,39.56085333333333,2026-07-22T04:35:46Z,4.2,3.4,17.6,234.4,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3482666666666665,39.55993333333333,2026-07-22T04:37:13Z,4.3,4.2,1.6,235.9,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3464216666666666,39.559066666666666,2026-07-22T04:38:40Z,4.2,4.0,5.8,233.2,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3445816666666666,39.55818,2026-07-22T04:40:09Z,4.1,8.1,33.9,232.4,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3427366666666667,39.557338333333334,2026-07-22T04:41:36Z,4.2,5.6,17.2,269.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3424616666666664,39.55882333333333,2026-07-22T04:43:09Z,3.2,6.0,8.4,0.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.341501666666667,39.559353333333334,2026-07-22T04:44:58Z,4.5,7.2,19.5,231.3,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3397016666666666,39.55842833333334,2026-07-22T04:46:11Z,5.0,7.3,15.8,236.3,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.337893333333333,39.55755,2026-07-22T04:47:20Z,5.2,7.5,14.9,236.4,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3360716666666668,39.55666,2026-07-22T04:48:26Z,5.3,9.5,23.5,233.4,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3341933333333333,39.55580833333333,2026-07-22T04:49:33Z,5.5,7.8,3.9,236.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3323716666666665,39.554945,2026-07-22T04:50:38Z,5.3,7.4,15.0,232.4,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3305016666666667,39.55410166666666,2026-07-22T04:51:44Z,5.4,5.3,6.2,234.1,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.328656666666667,39.55323,2026-07-22T04:52:51Z,5.5,5.4,2.8,238.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3267949999999997,39.55240666666667,2026-07-22T04:53:57Z,5.5,6.3,1.6,231.1,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.32494,39.551548333333336,2026-07-22T04:55:04Z,5.6,5.0,9.7,236.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.32311,39.55071,2026-07-22T04:56:09Z,5.4,7.0,14.1,234.1,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.321213333333333,39.54990833333333,2026-07-22T04:57:16Z,5.3,6.6,2.0,235.6,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.31937,39.54904666666666,2026-07-22T04:58:22Z,5.3,7.0,0.7,235.6,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.317486666666667,39.548210000000005,2026-07-22T04:59:29Z,5.2,6.9,10.5,233.8,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.315615,39.547381666666666,2026-07-22T05:00:36Z,5.5,4.7,10.9,233.4,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.313746666666667,39.54659,2026-07-22T05:01:42Z,5.6,5.4,6.6,234.5,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3117883333333333,39.54584,2026-07-22T05:02:50Z,5.4,6.0,14.4,237.4,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3098966666666665,39.545053333333335,2026-07-22T05:03:58Z,5.4,0.5,10.8,232.4,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.307996666666667,39.544266666666665,2026-07-22T05:05:09Z,5.0,4.3,358.8,236.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.306111666666667,39.543459999999996,2026-07-22T05:06:21Z,5.2,4.3,101.7,237.8,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.3042016666666667,39.54271833333333,2026-07-22T05:07:29Z,5.3,7.6,5.8,236.5,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.30231,39.54193,2026-07-22T05:08:36Z,5.4,7.1,349.7,233.4,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.300361666666667,39.541165,2026-07-22T05:09:42Z,5.5,9.4,342.3,235.3,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2985583333333333,39.54028,2026-07-22T05:10:47Z,4.8,8.3,1.9,234.2,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2966366666666667,39.53955166666666,2026-07-22T05:12:16Z,3.6,7.8,357.6,231.0,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2947183333333334,39.53879666666667,2026-07-22T05:14:07Z,3.2,7.3,2.9,235.2,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.292803333333333,39.538021666666666,2026-07-22T05:16:04Z,2.8,9.5,9.2,237.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.290905,39.53724333333333,2026-07-22T05:17:59Z,3.1,9.3,17.5,232.1,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2889866666666667,39.536503333333336,2026-07-22T05:19:48Z,3.9,12.0,16.6,234.9,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.28709,39.53570666666667,2026-07-22T05:21:14Z,4.0,10.0,12.5,230.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2852316666666668,39.53489166666667,2026-07-22T05:22:41Z,4.0,10.4,15.3,234.7,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2833449999999997,39.53406,2026-07-22T05:24:06Z,3.7,10.7,18.4,231.7,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.28148,39.533251666666665,2026-07-22T05:25:31Z,4.2,11.8,20.9,231.8,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2796233333333333,39.532428333333336,2026-07-22T05:26:59Z,3.9,10.4,24.5,231.7,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2777433333333335,39.53161,2026-07-22T05:28:31Z,3.6,10.5,15.8,232.9,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.275898333333333,39.53076333333333,2026-07-22T05:30:00Z,4.0,9.8,18.8,230.5,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2740333333333336,39.52993333333333,2026-07-22T05:31:33Z,3.9,9.8,14.0,234.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.272165,39.529091666666666,2026-07-22T05:33:05Z,3.8,9.7,16.9,234.5,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.27033,39.528245,2026-07-22T05:34:41Z,3.8,9.1,15.1,236.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.268465,39.527425,2026-07-22T05:36:21Z,4.0,9.6,12.1,234.5,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.26658,39.52660166666667,2026-07-22T05:37:58Z,3.7,9.7,14.7,234.1,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2646983333333335,39.525814999999994,2026-07-22T05:39:33Z,3.9,8.5,13.3,233.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.262846666666667,39.52496833333333,2026-07-22T05:41:10Z,4.0,9.8,17.8,235.9,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.26097,39.52415166666666,2026-07-22T05:42:46Z,3.6,8.8,9.3,232.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.259075,39.523358333333334,2026-07-22T05:44:37Z,3.2,9.5,11.6,233.2,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.257181666666667,39.52258166666666,2026-07-22T05:46:47Z,2.5,6.7,12.5,232.1,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2552683333333334,39.521838333333335,2026-07-22T05:49:15Z,2.4,6.4,17.2,232.1,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.253363333333333,39.521103333333336,2026-07-22T05:51:48Z,2.3,6.6,28.2,239.7,run,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2514000000000003,39.52046833333333,2026-07-22T05:55:07Z,1.7,7.1,15.9,232.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2495249999999998,39.519686666666665,2026-07-22T05:58:13Z,2.4,5.4,354.6,235.7,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.247585,39.518980000000006,2026-07-22T06:00:32Z,2.6,8.2,8.1,234.7,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.2456683333333336,39.51822,2026-07-22T06:02:47Z,3.0,6.4,3.0,236.1,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
2.24376,39.517466666666664,2026-07-22T06:04:30Z,4.4,6.9,354.5,237.8,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
