longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp,station_hyp
3.1591166666666672,39.922055,2026-07-19T07:25:44Z,4.2,7.6,75.7,59.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1610833333333335,39.92277166666667,2026-07-19T07:27:03Z,4.9,8.2,76.0,64.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1630350000000003,39.92348666666667,2026-07-19T07:28:24Z,4.8,8.2,79.9,59.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.16504,39.92410333333333,2026-07-19T07:29:47Z,4.5,6.8,50.3,63.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1669549999999997,39.924870000000006,2026-07-19T07:31:05Z,4.8,8.5,67.5,58.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1688133333333335,39.92574833333333,2026-07-19T07:32:20Z,5.0,8.1,59.2,57.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1706349999999994,39.92663666666667,2026-07-19T07:33:35Z,4.4,7.1,49.4,64.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.172528333333333,39.92742833333333,2026-07-19T07:34:53Z,4.5,9.2,69.9,59.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1744283333333336,39.92820166666667,2026-07-19T07:36:11Z,4.6,9.5,59.6,59.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.176368333333334,39.928958333333334,2026-07-19T07:37:32Z,4.5,7.9,74.0,59.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1782100000000004,39.929808333333334,2026-07-19T07:38:53Z,4.1,9.7,66.9,61.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
3.1800900000000003,39.930625,2026-07-19T07:40:13Z,4.1,9.9,50.1,57.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
