longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp,station_hyp
1.3010666666666666,38.977235,2026-07-24T05:03:44Z,0.1,4.5,63.4,171.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.3000483333333333,38.97634166666667,2026-07-24T05:07:31Z,3.9,4.2,39.6,209.2,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2984716666666667,38.97522333333333,2026-07-24T05:09:00Z,4.2,4.4,56.2,233.6,broad reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.29645,38.97501166666667,2026-07-24T05:10:25Z,4.3,2.8,53.0,287.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2945083333333334,38.97571666666667,2026-07-24T05:11:51Z,4.0,4.3,76.5,284.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2925033333333333,38.976279999999996,2026-07-24T05:13:18Z,4.2,4.1,99.1,290.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2904683333333333,38.97667333333333,2026-07-24T05:14:49Z,4.0,4.0,84.9,261.4,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2883216666666666,38.97658666666667,2026-07-24T05:16:20Z,3.9,3.9,86.7,267.5,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.286195,38.976488333333336,2026-07-24T05:17:51Z,3.7,4.3,91.3,266.3,beam reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2840633333333333,38.97649333333333,2026-07-24T05:19:04Z,5.3,3.1,84.5,265.5,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.28193,38.976369999999996,2026-07-24T05:20:12Z,5.2,2.3,76.3,266.1,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.279785,38.97647166666666,2026-07-24T05:21:20Z,5.4,3.5,69.0,270.6,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2776533333333333,38.976486666666666,2026-07-24T05:22:28Z,5.4,3.1,58.5,269.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2755033333333332,38.976594999999996,2026-07-24T05:23:36Z,5.2,5.1,59.3,271.4,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2733566666666665,38.9766,2026-07-24T05:24:46Z,5.4,4.3,55.8,269.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.271225,38.97672333333333,2026-07-24T05:25:54Z,5.2,1.9,47.4,269.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.269095,38.97673833333333,2026-07-24T05:27:03Z,5.3,1.5,81.6,269.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2669783333333333,38.97686833333333,2026-07-24T05:28:11Z,5.1,1.1,98.5,271.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.26481,38.976906666666665,2026-07-24T05:29:21Z,5.0,1.2,93.2,269.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2626933333333334,38.97701,2026-07-24T05:30:29Z,5.3,1.9,91.6,272.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2605516666666667,38.977125,2026-07-24T05:31:36Z,5.5,1.5,82.0,268.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2584283333333335,38.97714666666666,2026-07-24T05:32:40Z,5.6,1.1,160.7,272.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2562933333333333,38.977248333333335,2026-07-24T05:33:46Z,5.6,1.5,135.8,267.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2541349999999998,38.97732666666666,2026-07-24T05:34:52Z,5.7,3.1,136.9,272.2,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2520183333333332,38.977378333333334,2026-07-24T05:35:56Z,5.7,1.8,158.5,269.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2498683333333331,38.97751,2026-07-24T05:37:01Z,5.5,1.7,144.4,271.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.247725,38.977470000000004,2026-07-24T05:38:07Z,5.6,1.2,138.6,253.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2456366666666667,38.97714,2026-07-24T05:39:12Z,5.5,2.4,165.5,261.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.24353,38.97696,2026-07-24T05:40:17Z,5.5,2.2,210.0,257.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2414116666666668,38.97667666666667,2026-07-24T05:41:24Z,5.5,1.4,198.4,259.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2392883333333333,38.976515,2026-07-24T05:42:29Z,5.6,1.5,185.4,260.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2371666666666667,38.97629666666667,2026-07-24T05:43:36Z,5.5,6.1,202.1,264.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2350266666666667,38.97617833333334,2026-07-24T05:44:43Z,5.3,6.0,191.1,260.3,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2329216666666667,38.97597833333334,2026-07-24T05:45:50Z,5.2,6.4,201.4,261.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.230785,38.97588333333333,2026-07-24T05:46:57Z,5.3,5.8,196.8,261.8,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2286533333333334,38.975735,2026-07-24T05:48:05Z,5.2,5.5,194.7,264.3,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.22652,38.975608333333334,2026-07-24T05:49:16Z,4.6,8.0,204.7,260.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2243966666666668,38.975408333333334,2026-07-24T05:50:31Z,4.5,8.8,218.6,258.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.222285,38.975161666666665,2026-07-24T05:51:50Z,4.5,9.2,215.5,259.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.22017,38.974873333333335,2026-07-24T05:53:09Z,4.4,9.7,197.1,258.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.218045,38.97474666666667,2026-07-24T05:54:27Z,4.7,5.6,186.2,261.6,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.21593,38.974583333333335,2026-07-24T05:55:47Z,4.2,8.8,214.2,261.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.213795,38.97449833333334,2026-07-24T05:57:14Z,4.6,10.9,196.7,262.2,close reach,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.21172,38.974215,2026-07-24T05:58:36Z,4.3,7.2,227.3,248.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2096916666666668,38.973695,2026-07-24T05:59:58Z,4.8,8.3,202.4,247.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.20769,38.973135,2026-07-24T06:01:16Z,3.9,6.5,202.0,246.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2057316666666669,38.97246333333333,2026-07-24T06:02:34Z,4.4,6.6,222.2,243.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2039266666666668,38.97158833333334,2026-07-24T06:03:52Z,4.6,5.6,226.9,236.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2021333333333333,38.970688333333335,2026-07-24T06:05:09Z,4.9,9.0,210.2,236.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.2003416666666666,38.969791666666666,2026-07-24T06:06:28Z,4.7,10.3,207.2,238.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.1985633333333332,38.96888666666667,2026-07-24T06:07:47Z,4.7,7.6,210.9,237.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.1967649999999999,38.96801166666667,2026-07-24T06:09:07Z,4.2,7.3,212.9,232.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.194935,38.96713,2026-07-24T06:10:27Z,4.6,7.4,195.7,233.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.1931383333333334,38.966235,2026-07-24T06:11:44Z,4.8,8.6,205.7,232.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.1913416666666667,38.96536166666667,2026-07-24T06:13:06Z,4.6,6.8,212.8,233.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.1895633333333333,38.96442666666667,2026-07-24T06:14:29Z,4.5,7.8,220.0,234.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.1877583333333335,38.96355666666667,2026-07-24T06:15:51Z,4.1,5.4,241.0,236.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
1.18591,38.96271333333333,2026-07-24T06:17:12Z,4.5,7.4,203.9,214.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF,OFF
