longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp
9.621246666666668,40.998605,2026-05-11T09:09:24Z,0.1,7.3,145.8,329.4,run,OFF,OFF,OFF,OFF,OFF,OFF
9.621148333333334,40.99871666666666,2026-05-11T09:22:13Z,0.4,9.2,143.1,277.3,broad reach,OFF,OFF,OFF,OFF,OFF,OFF
9.620631666666666,40.99812333333333,2026-05-11T09:28:51Z,4.2,7.2,163.8,195.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.619883333333332,40.996554999999994,2026-05-11T09:30:12Z,4.7,7.5,154.1,176.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.61991,40.994913333333336,2026-05-11T09:31:32Z,3.9,7.1,140.8,179.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.619971666666666,40.993251666666666,2026-05-11T09:32:46Z,5.0,7.5,141.6,173.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.620581666666668,40.99165166666667,2026-05-11T09:34:01Z,4.8,8.1,128.3,164.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.621211666666666,40.99007166666667,2026-05-11T09:35:17Z,4.9,5.1,136.0,160.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.621878333333333,40.98849333333333,2026-05-11T09:36:32Z,4.8,7.6,141.0,154.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.622368333333332,40.98688166666667,2026-05-11T09:37:48Z,4.9,9.3,121.9,166.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.622778333333335,40.98525666666667,2026-05-11T09:39:04Z,4.7,9.0,130.7,176.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.622943333333334,40.98359000000001,2026-05-11T09:40:20Z,4.8,9.2,124.2,165.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.623446666666666,40.982,2026-05-11T09:41:38Z,4.5,11.9,121.3,148.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.624136666666667,40.98046166666666,2026-05-11T09:42:58Z,4.6,11.4,116.1,151.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.625045,40.97896,2026-05-11T09:44:16Z,4.6,11.3,113.6,147.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.626863333333334,40.97814,2026-05-11T09:45:43Z,3.3,11.4,110.0,126.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.627678333333334,40.97678833333334,2026-05-11T09:47:27Z,3.0,10.2,99.7,175.7,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
9.62806,40.975145,2026-05-11T09:49:27Z,4.7,10.9,115.3,161.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.628588333333333,40.97354166666666,2026-05-11T09:50:37Z,5.2,11.3,110.6,156.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.629171666666668,40.97193666666667,2026-05-11T09:51:45Z,5.3,10.5,105.5,160.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.62977,40.97033666666667,2026-05-11T09:52:53Z,5.2,10.2,111.1,163.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.630241666666667,40.968716666666666,2026-05-11T09:54:03Z,4.5,9.9,104.1,157.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.630783333333333,40.96711333333334,2026-05-11T09:55:14Z,4.9,9.7,112.3,161.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.631331666666666,40.96549666666667,2026-05-11T09:56:28Z,4.8,9.8,114.5,158.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.631891666666666,40.96388,2026-05-11T09:57:43Z,4.6,8.1,105.5,159.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.632186666666666,40.96227,2026-05-11T09:59:11Z,4.6,10.9,152.8,179.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.631920000000001,40.96061666666667,2026-05-11T10:00:22Z,5.4,9.0,130.7,183.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.631535000000001,40.958978333333334,2026-05-11T10:01:38Z,4.4,8.5,129.8,178.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.631396666666665,40.95734166666667,2026-05-11T10:03:05Z,3.5,8.6,144.6,188.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.630836666666665,40.955751666666664,2026-05-11T10:04:39Z,4.7,9.0,145.1,198.8,close reach,OFF,OFF,OFF,OFF,OFF,OFF
9.630243333333334,40.954155,2026-05-11T10:05:54Z,4.9,8.3,131.2,185.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.629721666666667,40.952545,2026-05-11T10:07:04Z,4.7,11.0,139.8,178.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.629105000000001,40.95094666666667,2026-05-11T10:08:16Z,5.2,8.3,138.8,195.8,close reach,OFF,OFF,OFF,OFF,OFF,OFF
9.628525,40.94936333333333,2026-05-11T10:09:32Z,3.3,9.8,159.3,136.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.630631666666666,40.94905833333333,2026-05-11T10:11:05Z,5.0,9.6,161.9,95.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.632818333333335,40.94880333333333,2026-05-11T10:12:16Z,5.6,8.3,171.8,88.4,close reach,OFF,OFF,OFF,OFF,OFF,OFF
9.635011666666665,40.94866666666667,2026-05-11T10:13:22Z,5.4,7.4,154.4,88.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.63717,40.948375000000006,2026-05-11T10:14:33Z,5.3,7.8,168.8,102.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.639308333333334,40.94804833333333,2026-05-11T10:15:50Z,4.7,8.9,159.0,97.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.641458333333333,40.94772833333333,2026-05-11T10:17:08Z,5.0,5.5,154.7,101.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
9.643618333333334,40.947381666666665,2026-05-11T10:18:39Z,3.4,11.4,229.3,96.5,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
9.645753333333333,40.94705333333333,2026-05-11T10:20:29Z,4.6,9.9,201.3,100.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
9.647924999999999,40.946688333333334,2026-05-11T10:21:40Z,5.6,11.3,185.0,97.3,close reach,OFF,OFF,OFF,OFF,OFF,OFF
9.650075,40.94633666666667,2026-05-11T10:22:41Z,5.9,8.6,182.8,92.9,close reach,OFF,OFF,OFF,OFF,OFF,OFF
9.65222,40.94612166666666,2026-05-11T10:23:49Z,5.2,9.0,196.7,99.9,close reach,OFF,OFF,OFF,OFF,OFF,OFF
9.654391666666667,40.945820000000005,2026-05-11T10:24:54Z,5.7,9.2,202.3,93.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
9.656585,40.94557333333333,2026-05-11T10:26:00Z,5.8,11.5,199.7,96.7,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
