longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp
13.963315,40.72857666666666,2026-06-10T14:23:24Z,0.3,4.1,117.2,120.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.964419999999999,40.72842,2026-06-10T14:31:52Z,3.1,3.7,135.6,88.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.966579999999999,40.72813333333333,2026-06-10T14:33:42Z,3.2,4.8,126.8,99.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.968768333333333,40.72803333333333,2026-06-10T14:35:30Z,3.6,3.4,142.2,88.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.970944999999999,40.72815833333333,2026-06-10T14:37:15Z,3.5,4.1,112.2,89.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.973098333333333,40.728451666666665,2026-06-10T14:38:54Z,4.8,2.3,114.8,86.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.975259999999999,40.728746666666666,2026-06-10T14:40:04Z,5.2,1.2,90.4,82.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.977438333333335,40.728944999999996,2026-06-10T14:41:12Z,5.3,1.9,170.0,87.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.979603333333333,40.7292,2026-06-10T14:42:20Z,5.2,3.9,196.5,77.6,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.981746666666668,40.72952166666666,2026-06-10T14:43:27Z,5.5,4.4,171.0,72.5,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.983849999999999,40.72995,2026-06-10T14:44:34Z,5.5,4.8,188.9,75.1,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.985991666666667,40.73036333333334,2026-06-10T14:45:41Z,5.3,5.0,193.4,72.9,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.988105,40.73078833333333,2026-06-10T14:46:48Z,5.5,7.0,199.6,73.3,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.990241666666668,40.73122166666667,2026-06-10T14:47:55Z,5.4,8.1,186.9,68.5,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.992340000000002,40.73169333333333,2026-06-10T14:49:02Z,5.1,7.0,189.3,70.1,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.994391666666669,40.732213333333334,2026-06-10T14:50:07Z,5.5,8.9,196.7,68.2,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
13.996493333333335,40.732681666666664,2026-06-10T14:51:14Z,5.4,9.3,176.4,75.2,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.998631666666665,40.73309833333334,2026-06-10T14:52:22Z,5.3,8.6,203.8,76.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.000756666666666,40.733443333333334,2026-06-10T14:53:30Z,5.3,8.7,216.7,71.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.002816666666668,40.734055,2026-06-10T14:54:38Z,5.3,11.2,209.2,69.4,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.004916666666668,40.734516666666664,2026-06-10T14:55:45Z,5.6,10.6,198.6,71.3,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.007026666666665,40.73497166666667,2026-06-10T14:56:53Z,5.3,9.8,202.8,66.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.009089999999999,40.735485000000004,2026-06-10T14:57:59Z,5.4,10.2,197.1,70.6,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.011180000000001,40.73603,2026-06-10T14:59:07Z,5.4,10.9,201.2,70.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.013278333333336,40.73649833333333,2026-06-10T15:00:14Z,5.5,9.2,200.3,69.4,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.015389999999998,40.736938333333335,2026-06-10T15:01:21Z,5.4,9.8,208.4,72.8,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.017493333333334,40.73741666666667,2026-06-10T15:02:27Z,5.7,9.6,195.4,53.3,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.019235,40.738416666666666,2026-06-10T15:03:32Z,5.5,9.5,204.1,44.3,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.020881666666666,40.739538333333336,2026-06-10T15:04:37Z,5.6,9.6,205.9,40.0,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.022385000000002,40.740741666666665,2026-06-10T15:05:41Z,5.8,8.9,209.5,26.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.023548333333334,40.74214333333334,2026-06-10T15:06:45Z,5.4,8.7,228.9,27.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.024628333333332,40.743590000000005,2026-06-10T15:07:50Z,5.4,8.8,218.4,26.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.025808333333336,40.744985,2026-06-10T15:08:55Z,5.3,9.3,199.6,21.2,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.026724999999999,40.7465,2026-06-10T15:10:00Z,6.4,8.6,207.7,12.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.027535,40.74803166666666,2026-06-10T15:11:06Z,5.3,10.4,202.5,4.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF
