longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp
14.24354,40.544560000000004,2026-06-09T10:37:05Z,0.2,4.5,181.9,191.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.243558333333333,40.544545,2026-06-09T10:45:33Z,0.2,3.4,165.3,218.5,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.243578333333335,40.54449,2026-06-09T10:53:58Z,0.3,5.2,216.2,189.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.244253333333331,40.543438333333334,2026-06-09T10:57:39Z,4.0,5.6,241.8,138.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.245566666666665,40.54210833333333,2026-06-09T10:59:09Z,3.8,4.5,219.0,140.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.246953333333332,40.54085833333333,2026-06-09T11:00:37Z,4.3,4.9,220.6,122.8,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.248613333333333,40.539765,2026-06-09T11:01:49Z,5.5,3.9,208.7,124.6,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.250416666666668,40.538815,2026-06-09T11:02:57Z,5.6,2.7,215.0,111.2,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.252471666666668,40.53834166666666,2026-06-09T11:04:02Z,5.3,9.4,245.0,91.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.254513333333334,40.53874833333334,2026-06-09T11:05:08Z,5.4,4.7,214.8,53.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.256316666666665,40.539685,2026-06-09T11:06:12Z,5.9,8.3,230.3,51.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.258136666666667,40.540598333333335,2026-06-09T11:07:19Z,4.5,8.8,192.5,50.4,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.260138333333336,40.54122333333333,2026-06-09T11:08:27Z,5.7,1.7,214.2,55.3,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.261631666666664,40.54239333333333,2026-06-09T11:09:31Z,5.1,8.7,221.6,37.6,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.263025,40.543686666666666,2026-06-09T11:10:37Z,5.1,8.6,267.9,37.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.264443333333334,40.54495166666666,2026-06-09T11:11:43Z,5.6,10.0,239.7,43.7,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.265975,40.54611666666666,2026-06-09T11:12:49Z,5.6,10.2,235.0,41.3,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.267276666666666,40.547421666666665,2026-06-09T11:13:55Z,5.1,8.4,258.9,26.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.268308333333334,40.548895,2026-06-09T11:15:03Z,5.4,8.4,225.5,25.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.269385,40.55032666666667,2026-06-09T11:16:08Z,5.5,9.2,215.0,33.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.270626666666665,40.5517,2026-06-09T11:17:13Z,5.4,10.3,225.6,36.6,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.271691666666667,40.55312166666667,2026-06-09T11:18:20Z,5.2,10.3,213.5,11.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.272321666666668,40.554719999999996,2026-06-09T11:19:29Z,5.2,9.0,208.5,8.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.272408333333333,40.55635666666667,2026-06-09T11:20:37Z,5.4,10.1,178.6,354.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.272118333333333,40.55799666666667,2026-06-09T11:21:44Z,5.1,8.3,204.1,332.2,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.27127,40.55950833333333,2026-06-09T11:22:51Z,5.0,8.3,195.9,324.0,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.270158333333333,40.560941666666665,2026-06-09T11:24:02Z,4.8,9.1,197.6,316.5,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.269041666666665,40.562365,2026-06-09T11:25:15Z,5.0,9.3,184.9,320.5,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.267921666666666,40.563743333333335,2026-06-09T11:26:27Z,4.7,5.2,177.1,299.7,close reach,OFF,OFF,OFF,OFF,OFF,OFF
14.265993333333332,40.564553333333336,2026-06-09T11:27:42Z,4.5,1.2,154.6,299.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.264308333333334,40.565601666666666,2026-06-09T11:28:56Z,4.7,0.2,326.9,302.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.262621666666666,40.56664166666667,2026-06-09T11:30:10Z,4.4,3.3,22.6,298.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.260775,40.56754,2026-06-09T11:31:25Z,4.8,2.6,41.9,298.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.258863333333332,40.568335000000005,2026-06-09T11:32:40Z,4.4,1.6,38.8,286.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.256851666666668,40.56895333333333,2026-06-09T11:33:52Z,5.2,2.1,21.9,295.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.255041666666667,40.56988333333334,2026-06-09T11:35:04Z,4.9,2.4,24.1,304.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.253330000000002,40.57087166666667,2026-06-09T11:36:15Z,4.9,2.7,339.7,292.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.251398333333334,40.571663333333326,2026-06-09T11:37:26Z,5.3,3.0,35.1,294.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.249563333333333,40.57255166666666,2026-06-09T11:38:36Z,4.9,2.2,29.9,309.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.248015000000002,40.57371,2026-06-09T11:39:46Z,5.2,3.0,48.9,314.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.246336666666666,40.574775,2026-06-09T11:40:57Z,4.9,2.1,338.3,295.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.244666666666667,40.57584833333333,2026-06-09T11:42:09Z,4.9,5.0,277.0,304.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.242708333333333,40.576098333333334,2026-06-09T11:43:37Z,3.9,7.0,253.5,291.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.241373333333335,40.57736166666667,2026-06-09T11:45:37Z,1.5,7.5,264.8,318.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
