longitude;latitude;timestamp;sog;tws;twd;heading;allure
8.80452;41.70571;2026-05-05T07:06:55Z;3.90509;3.20709;161.84352;133.80476;pres
8.82593;41.69708;2026-05-05T07:21:59Z;5.14907;5.06141;165.04907;115.57590;pres
8.84599;41.69048;2026-05-05T07:33:37Z;5.35572;2.99406;108.42006;102.45186;pres
8.86747;41.68601;2026-05-05T07:44:51Z;5.35625;2.63914;67.15134;101.46429;pres
8.88887;41.68157;2026-05-05T07:56:04Z;5.24621;2.47362;34.84300;100.34738;pres
8.90059;41.67707;2026-05-05T08:07:31Z;1.79003;3.76093;57.24116;139.23018;pres
