longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp
13.370144999999999,38.122798333333336,2026-05-28T08:43:08Z,0.4,7.9,23.7,227.1,run,OFF,OFF,OFF,OFF,OFF,OFF
13.370561666666667,38.122326666666666,2026-05-28T08:52:07Z,3.1,7.8,23.6,137.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF
13.371443333333332,38.12309333333334,2026-05-28T08:53:42Z,4.7,6.8,35.8,348.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.371094999999999,38.12473,2026-05-28T08:54:56Z,4.8,7.6,34.2,354.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.371826666666667,38.12605,2026-05-28T08:56:08Z,4.9,8.4,20.3,96.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.373178333333332,38.12484333333334,2026-05-28T08:57:16Z,5.0,7.5,16.9,133.9,broad reach,OFF,OFF,OFF,OFF,OFF,OFF
13.374445,38.123511666666666,2026-05-28T08:58:24Z,5.3,8.2,18.5,135.8,broad reach,OFF,OFF,OFF,OFF,OFF,OFF
13.375926666666665,38.122319999999995,2026-05-28T08:59:34Z,5.3,7.7,21.1,122.8,close reach,OFF,OFF,OFF,OFF,OFF,OFF
13.377565,38.12125833333334,2026-05-28T09:00:42Z,5.3,6.0,5.9,115.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.379489999999999,38.120623333333334,2026-05-28T09:01:51Z,5.0,8.8,24.7,86.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.381581666666667,38.12063,2026-05-28T09:03:05Z,4.7,8.3,31.2,72.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.383603333333333,38.12105833333333,2026-05-28T09:04:22Z,4.6,9.0,30.3,53.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.385561666666668,38.12164333333333,2026-05-28T09:05:40Z,4.2,8.8,26.7,58.8,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.387144999999999,38.12266833333333,2026-05-28T09:07:20Z,4.1,8.6,29.7,77.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.389260000000002,38.122745,2026-05-28T09:08:37Z,4.9,8.6,26.9,81.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.391366666666666,38.12267833333333,2026-05-28T09:09:52Z,3.8,8.4,21.1,81.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.393463333333333,38.122550000000004,2026-05-28T09:11:39Z,4.0,7.1,24.7,87.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.395565,38.122454999999995,2026-05-28T09:13:06Z,4.3,7.0,24.5,81.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.397675,38.12236,2026-05-28T09:14:43Z,3.3,6.5,25.4,84.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.39977,38.12225333333333,2026-05-28T09:16:24Z,3.6,6.7,26.6,82.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.401883333333334,38.12218,2026-05-28T09:17:56Z,4.0,7.1,16.7,79.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.403981666666668,38.122055,2026-05-28T09:19:21Z,4.2,7.7,22.0,82.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.406098333333334,38.12198333333333,2026-05-28T09:20:48Z,4.0,6.7,22.7,81.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.408206666666668,38.121875,2026-05-28T09:22:18Z,3.9,6.5,22.4,82.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.410321666666668,38.121815,2026-05-28T09:23:52Z,3.7,6.0,23.7,82.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.412435,38.121734999999994,2026-05-28T09:25:31Z,3.3,5.2,21.3,84.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.414438333333331,38.12124666666667,2026-05-28T09:27:02Z,3.8,6.0,21.9,94.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.416474999999998,38.120760000000004,2026-05-28T09:28:32Z,4.1,6.3,17.9,97.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.418451666666666,38.120223333333335,2026-05-28T09:29:59Z,4.1,6.9,20.2,99.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.420485000000001,38.11974166666666,2026-05-28T09:31:31Z,3.9,6.2,21.3,96.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.422471666666668,38.11916833333333,2026-05-28T09:32:59Z,4.2,5.8,23.0,95.6,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.424476666666665,38.11864666666667,2026-05-28T09:34:27Z,4.0,5.4,30.2,96.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.426483333333332,38.11812,2026-05-28T09:35:59Z,3.9,5.6,27.3,100.0,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.428486666666666,38.11761833333333,2026-05-28T09:37:32Z,3.6,5.7,35.1,97.1,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
13.43048,38.117068333333336,2026-05-28T09:39:09Z,3.4,5.6,35.1,101.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
