longitude,latitude,timestamp,sog,tws,twd,heading,allure,hypernet,net,inline,ctd_keel,ctd_profile,ctd_intercomp
14.02978,40.75898333333334,2026-06-11T08:28:34Z,0.5,8.0,301.3,332.9,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.029975000000002,40.75858166666667,2026-06-11T08:37:36Z,3.4,7.8,351.9,137.5,run,OFF,OFF,OFF,OFF,OFF,OFF
14.030993333333333,40.75714166666667,2026-06-11T08:39:03Z,4.5,13.4,316.0,129.5,run,OFF,OFF,OFF,OFF,OFF,OFF
14.033073333333334,40.75667833333333,2026-06-11T08:40:25Z,4.6,11.7,333.1,95.2,broad reach,OFF,OFF,OFF,OFF,OFF,OFF
14.035245000000002,40.756656666666665,2026-06-11T08:41:48Z,4.3,2.3,334.9,85.7,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.037413333333332,40.756816666666666,2026-06-11T08:43:12Z,4.2,2.1,7.6,102.4,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.039559999999998,40.756634999999996,2026-06-11T08:44:38Z,4.1,3.6,9.9,74.5,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.041715,40.756985,2026-06-11T08:45:57Z,5.2,14.0,338.4,81.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.043841666666667,40.757288333333335,2026-06-11T08:47:09Z,4.6,13.0,313.9,71.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.046011666666667,40.75761,2026-06-11T08:48:31Z,4.3,12.7,313.0,73.5,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.048013333333332,40.758226666666665,2026-06-11T08:49:55Z,4.6,12.0,314.6,46.2,close-hauled,OFF,OFF,OFF,OFF,OFF,OFF
14.050046666666667,40.758783333333334,2026-06-11T08:51:16Z,4.2,13.1,310.0,66.1,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.05217,40.759255,2026-06-11T08:52:42Z,4.3,13.5,314.4,63.2,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.054258333333333,40.759746666666665,2026-06-11T08:54:03Z,4.2,13.5,307.8,60.7,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.056366666666667,40.760196666666666,2026-06-11T08:55:23Z,4.4,12.0,298.2,59.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.058459999999998,40.76065333333334,2026-06-11T08:56:43Z,4.9,13.3,309.0,61.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.060566666666666,40.76114333333333,2026-06-11T08:58:01Z,4.4,15.1,305.5,65.6,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.062651666666666,40.761645,2026-06-11T08:59:16Z,4.6,12.9,302.2,59.9,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.064765,40.762116666666664,2026-06-11T09:00:36Z,4.7,12.4,305.6,64.4,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
14.066841666666669,40.76258333333333,2026-06-11T09:01:56Z,4.5,13.8,291.2,63.9,broad reach,OFF,OFF,OFF,OFF,OFF,OFF
14.068970000000002,40.763056666666664,2026-06-11T09:03:13Z,4.8,14.3,296.3,61.7,beam reach,OFF,OFF,OFF,OFF,OFF,OFF
